KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
50352375,0,,,364,165,199,19,9,10,345,156,189,167,77,90,337,152,185,333,151,182,178,79,99,105,47,58,40,19,21,4,1,3,2,0,2,185,185,68,76,25,11,5,0,0,115,103,12,3,130,0,53,37
50352379,1,,50352389,132,62,70,12,6,6,126,59,67,63,30,33,124,58,66,121,56,65,63,29,34,19,5,14,12,2,10,4,0,4,0,0,0,60,60,20,18,17,4,3,0,0,42,34,8,2,43,0,17,8
50352384,0,,,391,179,212,34,20,14,356,158,198,161,83,78,344,150,194,336,145,191,195,75,120,130,48,82,65,21,44,10,2,8,0,0,0,161,160,52,62,26,13,5,2,0,106,95,11,8,101,0,37,31
50352385,0,,,322,159,163,15,9,6,306,149,157,148,77,71,295,144,151,292,143,149,158,72,86,98,44,54,33,15,18,3,1,2,1,0,1,155,154,54,62,26,7,2,3,0,98,89,9,1,105,0,42,28
50352386,0,,,119,62,57,6,2,4,113,60,53,45,25,20,111,59,52,110,59,51,68,35,33,43,24,19,10,4,6,0,0,0,0,0,0,59,59,19,26,9,4,1,0,0,40,37,3,3,42,0,12,20
50352389,2,50352379,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352393,0,,,14,7,7,0,0,0,14,7,7,6,3,3,14,7,7,14,7,7,8,4,4,5,3,2,2,1,1,0,0,0,0,0,0,6,6,1,2,3,0,0,0,0,5,5,0,0,5,0,1,1
50352394,0,,,27,13,14,3,2,1,24,11,13,10,4,6,23,11,12,23,11,12,14,7,7,8,4,4,4,2,2,0,0,0,0,0,0,13,13,4,7,0,1,1,0,0,9,9,0,0,9,0,3,6
50352396,0,,,208,95,113,6,4,2,202,91,111,88,62,26,200,89,111,198,87,111,114,29,85,95,17,78,65,10,55,14,0,14,0,0,0,48,44,17,16,10,0,1,0,0,27,26,1,0,24,0,9,9
50352397,0,,,414,188,226,36,16,20,378,172,206,198,100,98,365,164,201,359,162,197,180,72,108,89,35,54,25,10,15,0,0,0,0,0,0,212,212,94,66,31,13,5,3,0,115,94,21,10,141,1,68,28
50352398,1,,50352399,28,12,16,2,1,1,27,12,15,15,6,9,27,12,15,27,12,15,12,6,6,8,4,4,0,0,0,0,0,0,2,1,1,15,15,7,5,4,0,0,0,0,9,9,0,1,8,0,3,4
50352399,2,50352398,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352407,0,,,66,34,32,4,2,2,61,31,30,28,18,10,61,31,30,61,31,30,33,13,20,18,5,13,9,1,8,1,0,1,0,0,0,41,41,25,10,4,1,1,0,0,16,13,3,2,26,0,15,5
50352408,0,,,105,23,82,1,0,1,104,23,81,7,5,2,103,22,81,103,22,81,97,18,79,89,13,76,76,11,65,15,1,14,0,0,0,10,8,5,1,1,0,1,0,0,3,2,1,0,6,0,4,1
50352409,0,,,52,27,25,4,3,1,47,23,24,18,8,10,46,22,24,46,22,24,29,15,14,14,6,8,3,1,2,0,0,0,0,0,0,33,33,19,11,2,0,1,0,0,14,12,2,0,21,0,11,6
50352414,2,50352425,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352415,2,50352416,,10,1,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352416,1,,50352415,136,64,72,5,2,3,140,63,77,49,27,22,138,62,76,137,61,76,91,36,55,60,22,38,19,8,11,4,1,3,0,0,0,79,79,45,29,10,2,1,0,0,42,41,1,1,66,0,34,22
50352417,0,,,31,16,15,4,3,1,27,13,14,16,10,6,27,13,14,27,13,14,11,3,8,4,0,4,0,0,0,0,0,0,0,0,0,17,17,7,7,2,1,0,0,0,9,9,0,0,8,1,3,2
50352418,0,,,209,96,113,14,6,8,195,90,105,89,43,46,190,87,103,189,87,102,106,47,59,68,28,40,27,9,18,4,1,3,0,0,0,110,110,49,36,18,2,4,1,0,61,56,5,3,79,2,41,17
50352421,1,,50352422,13,6,7,0,0,0,15,6,9,9,5,4,15,6,9,15,6,9,6,1,5,4,0,4,2,0,2,0,0,0,0,0,0,7,7,3,3,2,0,0,0,0,5,5,0,0,6,0,3,0
50352422,2,50352421,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352425,1,,50352414;50352426;50352457,26,11,15,4,2,2,34,16,18,23,10,13,30,15,15,30,15,15,11,6,5,2,0,2,1,0,1,0,0,0,0,0,0,11,11,8,4,2,4,0,0,0,10,9,1,0,8,1,4,3
50352426,2,50352425,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352431,0,,,103,48,55,13,5,8,90,43,47,39,19,20,89,43,46,89,43,46,51,24,27,22,9,13,6,2,4,1,0,1,0,0,0,45,45,13,15,12,3,1,0,1,32,27,5,2,34,0,10,10
50352441,2,50352442,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352442,1,,50352441;50352456;50352463,26,12,14,1,0,1,32,16,16,7,4,3,32,16,16,32,16,16,25,12,13,11,4,7,4,0,4,2,0,2,0,0,0,15,15,11,7,0,2,0,0,0,9,6,3,1,18,0,11,5
50352456,2,50352442,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352457,2,50352425,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352460,0,,,308,154,154,58,34,24,250,120,130,165,88,77,239,111,128,231,107,124,85,32,53,51,16,35,20,7,13,2,1,1,0,0,0,115,115,22,40,19,22,11,1,0,92,83,9,16,59,1,19,17
50352461,1,,50352462;50352473,27,17,10,4,4,0,26,15,11,16,9,7,25,15,10,25,15,10,10,6,4,4,2,2,1,0,1,0,0,0,0,0,0,12,12,7,4,2,1,1,0,0,8,8,0,1,8,0,5,3
50352462,2,50352461,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352463,2,50352442,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352466,1,,50352469;50352476;50352486;50352488,10,4,6,0,0,0,26,9,17,8,3,5,26,9,17,26,9,17,18,6,12,13,3,10,7,0,7,1,0,1,0,0,0,8,8,15,2,1,1,0,0,0,4,4,0,0,17,0,14,1
50352469,2,50352466,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352470,0,,,303,151,152,41,22,19,262,129,133,142,75,67,256,124,132,254,124,130,120,54,66,70,28,42,30,12,18,6,3,3,0,0,0,125,125,30,55,13,19,5,0,3,95,82,13,9,77,2,20,27
50352471,0,,,42,19,23,2,0,2,40,19,21,21,11,10,38,17,21,37,16,21,19,8,11,12,4,8,4,1,3,1,0,1,0,0,0,20,20,7,9,1,1,2,0,0,13,10,3,1,15,0,7,3
50352473,2,50352461,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352476,2,50352466,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352486,2,50352466,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352488,2,50352466,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352498,2,50352499,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352499,1,,50352498,18,8,10,0,0,0,24,10,14,7,3,4,24,10,14,24,10,14,17,7,10,13,5,8,9,4,5,1,0,1,0,0,0,9,9,3,6,3,0,0,0,0,9,7,2,0,10,0,3,3
50352500,0,,,21,11,10,1,1,0,20,10,10,7,4,3,20,10,10,20,10,10,13,6,7,9,3,6,3,1,2,0,0,0,0,0,0,12,12,6,4,1,1,0,0,0,5,4,1,1,10,0,6,2
50352501,0,,,73,36,37,4,4,0,69,32,37,37,18,19,67,31,36,66,31,35,32,14,18,20,6,14,8,2,6,2,0,2,0,0,0,39,39,18,13,4,3,1,0,0,21,19,2,2,24,0,13,3
50352502,0,,,379,192,187,32,18,14,346,173,173,178,98,80,334,166,168,327,162,165,168,75,93,81,33,48,28,5,23,0,0,0,1,0,1,198,198,84,71,25,15,1,1,1,113,102,11,9,120,1,55,36
50352507,1,,50352508;50352518,13,6,7,0,0,0,20,10,10,4,2,2,20,10,10,20,10,10,16,8,8,11,6,5,2,1,1,0,0,0,0,0,0,6,6,1,8,1,0,0,0,0,9,9,0,0,9,0,1,5
50352508,2,50352507,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352510,0,,,28,15,13,2,1,1,26,14,12,9,4,5,26,14,12,26,14,12,17,10,7,11,4,7,2,2,0,0,0,0,0,0,0,15,15,7,5,1,2,0,0,0,8,7,1,1,13,0,6,3
50352512,1,,50352531;50352534;50352535,31,13,18,0,0,0,35,14,21,9,4,5,35,14,21,35,14,21,26,10,16,19,7,12,8,3,5,0,0,0,0,0,0,17,17,10,6,3,1,0,0,0,9,9,0,0,19,0,10,4
50352518,2,50352507,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352531,2,50352512,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352534,2,50352512,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352535,2,50352512,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352539,0,,,35,16,19,0,0,0,35,16,19,21,11,10,34,15,19,33,15,18,14,5,9,7,1,6,3,1,2,0,0,0,0,0,0,20,20,8,10,1,1,0,0,0,12,12,0,0,11,0,5,3
50352543,2,50352564,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352546,2,50352548,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352547,2,50352548,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352548,1,,50352546;50352547,21,12,9,0,0,0,24,13,11,7,6,1,24,13,11,24,13,11,17,7,10,11,5,6,4,3,1,0,0,0,0,0,0,12,12,8,5,2,0,0,0,0,7,7,0,0,12,1,5,4
50352549,0,,,28,14,14,0,0,0,28,14,14,8,4,4,28,14,14,28,14,14,20,10,10,13,6,7,8,4,4,0,0,0,0,0,0,16,16,6,9,0,1,0,0,0,10,9,1,0,13,0,6,5
50352552,2,50352553,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352553,1,,50352552;50352560,12,7,5,0,0,0,21,12,9,5,3,2,21,12,9,21,12,9,16,9,7,13,6,7,4,2,2,0,0,0,0,0,0,7,7,7,4,2,0,0,0,0,6,6,0,0,11,0,6,3
50352558,1,,50352568;50352578,31,14,17,0,0,0,34,17,17,13,6,7,34,17,17,34,17,17,21,11,10,12,5,7,5,2,3,0,0,0,0,0,0,16,16,8,8,2,1,0,0,0,10,9,1,0,14,0,7,4
50352560,2,50352553,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352564,1,,50352543;50352574,114,59,55,14,11,3,106,50,56,50,28,22,104,49,55,104,49,55,56,22,34,32,13,19,11,3,8,2,0,2,1,0,1,55,55,21,24,6,7,1,0,0,38,37,1,5,41,1,15,13
50352565,1,,50352566;50352575,35,13,22,5,0,5,45,21,24,19,9,10,45,21,24,45,21,24,26,12,14,21,7,14,7,4,3,0,0,0,0,0,0,22,22,19,6,2,2,1,0,0,11,11,0,2,22,0,16,3
50352566,2,50352565,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352567,0,,,11,6,5,0,0,0,11,6,5,4,3,1,11,6,5,11,6,5,7,3,4,4,1,3,1,0,1,0,0,0,0,0,0,8,8,5,3,0,0,0,0,0,3,3,0,0,5,0,3,2
50352568,2,50352558,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352573,2,50352584,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352574,2,50352564,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352575,2,50352565,,10,7,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352578,2,50352558,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352583,2,50352584,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352584,1,,50352573;50352583,36,16,20,3,2,1,37,17,20,12,8,4,37,17,20,37,17,20,25,9,16,17,5,12,11,5,6,0,0,0,0,0,0,24,24,19,5,2,0,1,0,0,8,7,1,1,20,0,14,2
50352594,1,,50352595,10,5,5,2,1,1,10,5,5,5,2,3,10,5,5,10,5,5,5,3,2,3,1,2,1,0,1,0,0,0,0,0,0,5,5,2,3,0,1,0,0,0,4,4,0,1,3,0,1,1
50352595,2,50352594,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352602,2,50352603,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352603,1,,50352602,93,46,47,2,2,0,95,46,49,34,17,17,95,46,49,95,46,49,61,29,32,29,14,15,10,3,7,0,0,0,0,0,0,46,46,11,29,6,1,0,1,0,37,34,3,0,41,0,8,19
50352604,0,,,252,117,135,6,3,3,246,114,132,91,49,42,241,113,128,240,112,128,155,65,90,72,29,43,31,13,18,2,1,1,0,0,0,136,136,54,59,15,6,1,1,0,82,69,13,3,108,0,42,33
50352605,0,,,109,50,59,10,5,5,99,45,54,62,29,33,96,45,51,94,43,51,37,16,21,23,7,16,13,3,10,1,1,0,0,0,0,46,46,14,15,10,2,3,2,0,32,24,8,1,28,0,9,5
50352615,0,,,726,344,382,52,33,19,674,311,363,310,157,153,660,304,356,655,301,354,364,154,210,186,72,114,70,20,50,7,1,6,5,1,4,348,348,116,140,55,27,7,1,2,230,197,33,7,249,0,85,73
50352616,0,,,426,196,230,54,24,30,372,172,200,181,85,96,362,166,196,359,165,194,191,87,104,103,43,60,36,19,17,3,1,2,1,0,1,194,194,58,79,31,15,10,0,1,135,122,13,13,136,0,50,43
50352617,2,50352627,,35,6,29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352625,0,,,552,254,298,38,23,15,509,226,283,239,104,135,501,221,280,493,216,277,270,122,148,139,53,86,48,13,35,2,2,0,1,0,1,280,280,103,116,39,13,6,3,0,177,159,18,8,185,0,68,64
50352626,0,,,637,313,324,78,45,33,559,268,291,284,147,137,551,264,287,545,259,286,275,121,154,143,57,86,55,18,37,3,0,3,0,0,0,312,311,110,125,40,26,8,2,0,201,188,13,23,193,5,82,65
50352627,1,,50352617,171,83,88,12,9,3,194,80,114,62,28,34,193,80,113,193,80,113,132,52,80,79,23,56,49,9,40,10,0,10,0,0,0,88,88,35,33,17,5,1,0,0,55,46,9,3,71,0,25,18
50352634,0,,,33,17,16,3,2,1,30,15,15,10,5,5,30,15,15,30,15,15,20,10,10,11,4,7,4,1,3,0,0,0,0,0,0,17,17,6,7,3,1,0,0,0,11,9,2,1,14,0,5,7
50352635,0,,,453,209,244,51,22,29,402,187,215,188,97,91,390,178,212,383,175,208,214,90,124,113,41,72,29,9,20,4,1,3,0,0,0,222,222,80,85,34,16,5,2,0,139,125,14,9,151,1,62,53
50352638,0,,,20,11,9,2,2,0,18,9,9,10,5,5,18,9,9,18,9,9,8,4,4,6,4,2,0,0,0,0,0,0,0,0,0,9,9,3,3,2,0,1,0,0,6,5,1,0,5,0,2,2
50352639,0,,,38,16,22,3,1,2,35,15,20,16,7,9,34,14,20,33,13,20,19,8,11,9,5,4,2,0,2,0,0,0,0,0,0,20,20,5,13,1,1,0,0,0,15,14,1,1,12,0,3,7
50352640,0,,,48,27,21,0,0,0,48,27,21,27,17,10,48,27,21,48,27,21,21,10,11,11,5,6,1,0,1,0,0,0,0,0,0,30,30,15,13,1,1,0,0,0,15,13,2,0,20,1,10,3
50352641,0,,,102,48,54,9,6,3,93,42,51,50,25,25,89,41,48,88,41,47,43,17,26,20,5,15,7,1,6,4,0,4,0,0,0,48,48,18,14,12,1,2,1,0,30,28,2,1,29,2,12,8
50352642,0,,,185,47,138,4,3,1,181,44,137,23,10,13,178,43,135,177,42,135,158,34,124,145,28,117,115,17,98,29,3,26,3,1,2,27,24,7,10,5,1,0,1,0,17,16,1,2,15,0,3,8
50352643,1,,50352653,83,40,43,10,7,3,79,36,43,32,19,13,78,36,42,78,36,42,47,17,30,30,11,19,13,5,8,2,0,2,0,0,0,42,42,17,17,7,3,1,0,0,28,26,2,1,33,0,15,11
50352644,0,,,92,40,52,19,12,7,73,28,45,35,14,21,73,28,45,73,28,45,38,14,24,21,8,13,8,3,5,0,0,0,6,0,6,41,41,16,14,2,5,3,0,1,25,20,5,5,27,6,10,7
50352645,0,,,415,198,217,46,27,19,369,171,198,193,97,96,359,165,194,357,163,194,176,74,102,89,36,53,34,13,21,1,1,0,1,0,1,198,198,55,93,32,13,4,1,0,142,137,5,11,119,0,35,53
50352646,0,,,21,7,14,0,0,0,21,7,14,14,5,9,19,7,12,18,7,11,7,2,5,3,1,2,1,0,1,0,0,0,0,0,0,8,8,1,4,2,0,0,1,0,7,6,1,0,5,0,1,1
50352649,0,,,404,190,214,22,12,10,381,177,204,154,78,76,374,174,200,372,174,198,227,99,128,120,47,73,51,18,33,5,4,1,1,0,1,221,221,102,79,25,8,6,0,1,119,106,13,4,166,0,81,40
50352651,0,,,16,9,7,0,0,0,16,9,7,7,5,2,15,8,7,14,7,7,9,4,5,1,0,1,1,0,1,0,0,0,0,0,0,10,10,6,3,0,1,0,0,0,4,4,0,0,7,0,4,3
50352652,0,,,82,36,46,9,4,5,73,32,41,39,16,23,71,32,39,70,31,39,34,16,18,14,9,5,1,0,1,0,0,0,0,0,0,42,42,17,13,9,3,0,0,0,25,23,2,3,22,4,6,10
50352653,2,50352643,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352658,0,,,13,5,8,0,0,0,13,5,8,4,2,2,13,5,8,13,5,8,9,3,6,6,2,4,3,1,2,0,0,0,0,0,0,9,9,6,2,1,0,0,0,0,3,3,0,0,8,0,6,0
50352659,2,50352668,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50352662,0,,,51,20,31,2,2,0,49,18,31,20,8,12,49,18,31,47,17,30,29,10,19,19,7,12,13,2,11,2,0,2,0,0,0,26,26,8,12,5,1,0,0,0,18,15,3,0,21,0,8,6
50352668,1,,50352659;50352676;50352686,77,33,44,7,3,4,81,36,45,31,16,15,79,34,45,79,34,45,50,20,30,33,10,23,17,7,10,0,0,0,1,0,1,38,38,15,17,7,2,2,0,0,28,24,4,3,34,0,12,13
50352669,0,,,87,45,42,5,3,2,82,42,40,58,31,27,82,42,40,79,39,40,24,11,13,10,4,6,4,0,4,1,0,1,0,0,0,19,18,5,10,1,1,1,0,0,13,13,0,2,13,0,4,5
50352671,0,,,14,5,9,0,0,0,14,5,9,2,2,0,14,5,9,14,5,9,12,3,9,5,2,3,2,0,2,0,0,0,0,0,0,9,9,4,5,0,0,0,0,0,5,4,1,0,7,0,2,3
50352672,1,,50352681,13,5,8,0,0,0,20,9,11,10,4,6,19,9,10,19,9,10,10,5,5,5,2,3,1,0,1,0,0,0,0,0,0,6,6,3,2,3,1,0,0,0,6,4,2,0,7,0,3,1
